ID,Ref No , Methods,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Local delta T ,Local delta T from 2005,Annual Precipitation change each study  (mm) , Annual Precipitation change  from 2005 (mm),Global delta T from pre-industrial period ,Global delta T from 2005,Projected yield (t/ha),Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%),Climate impacts per decade (%),CO2,CO2 ppm,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Reference,doi,Publication year,"Note1 
(* = corrected by HW) ","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )",Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period)
58,8,SCOPUS-NewSearch,Regional,Maize,China,Gansu,Asia,35.7 ,107.7 ,11.1 ,11.1 ,567 ,567 ,2055,1995,MC,RCP8.5,CMIP5,2.61 ,2.18 ,-16.5 ,-13.7 ,2.42 ,1.63 ,,-28.20 ,-23.50 ,-10.80 ,-4.70 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Yang et al., 2020",10.1016/j.agwat.2019.105959,2020,,,,,,546 ,,
59,8,SCOPUS-NewSearch,Regional,Maize,China,Gansu,Asia,35.7 ,107.7 ,11.1 ,11.1 ,567 ,567 ,2085,1995,EC,RCP4.5,CMIP5,1.78 ,1.58 ,-0.9 ,-0.8 ,2.21 ,1.42 ,,-12.20 ,-10.84 ,-6.85 ,-1.36 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Yang et al., 2020",10.1016/j.agwat.2019.105959,2020,,,,,,546 ,,
60,8,SCOPUS-NewSearch,Regional,Maize,China,Gansu,Asia,35.7 ,107.7 ,11.1 ,11.1 ,567 ,567 ,2085,1995,EC,RCP8.5,CMIP5,2.96 ,2.63 ,-11.1 ,-9.8 ,3.81 ,3.02 ,,-37.70 ,-33.51 ,-12.74 ,-4.19 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Yang et al., 2020",10.1016/j.agwat.2019.105959,2020,,,,,,546 ,,
61,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP2.6,CMIP5,1.05 ,0.94 ,,38.8 ,1.93 ,1.14 ,1.31 ,-17.00 ,-15.19 ,-16.19 ,-1.81 ,Yes,426.6 ,No,No,No,No,No,No,No,No,No,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,-21.3 ,1067 ,,
62,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP4.5,CMIP5,2.00 ,1.79 ,,65.8 ,2.68 ,1.89 ,1.31 ,-17.00 ,-15.19 ,-8.50 ,-1.81 ,Yes,533.4 ,No,No,No,No,No,No,No,No,No,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,-42.7 ,1067 ,,
63,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP8.5,CMIP5,4.65 ,4.16 ,,82.3 ,4.83 ,4.04 ,0.89 ,-44.00 ,-39.32 ,-9.46 ,-4.68 ,Yes,836.0 ,No,No,No,No,No,No,No,No,No,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,10.7 ,1067 ,,
64,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP2.6,CMIP5,1.05 ,0.94 ,,38.8 ,1.93 ,1.14 ,1.42 ,-10.00 ,-8.94 ,-9.52 ,-1.06 ,Yes,426.6 ,Yes,No,No,Yes,No,No,No,Yes,Combined,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,-21.3 ,1067 ,,
65,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP4.5,CMIP5,2.00 ,1.79 ,,65.8 ,2.68 ,1.89 ,1.30 ,-18.00 ,-16.09 ,-9.00 ,-1.91 ,Yes,533.4 ,Yes,No,No,Yes,No,No,No,Yes,Combined,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,-42.7 ,1067 ,,
66,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP8.5,CMIP5,4.65 ,4.16 ,,82.3 ,4.83 ,4.04 ,0.85 ,-46.00 ,-41.11 ,-9.89 ,-4.89 ,Yes,836.0 ,Yes,No,No,Yes,No,No,No,Yes,Combined,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,10.7 ,1067 ,,
67,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP2.6,CMIP5,1.05 ,0.94 ,,38.8 ,1.93 ,1.14 ,1.39 ,-12.00 ,-10.72 ,-11.43 ,-1.28 ,Yes,426.6 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,-21.3 ,1067 ,,
68,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP4.5,CMIP5,2.00 ,1.79 ,,65.8 ,2.68 ,1.89 ,1.28 ,-19.00 ,-16.98 ,-9.50 ,-2.02 ,Yes,533.4 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,-42.7 ,1067 ,,
69,9,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.8 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2089,1995,EC,RCP8.5,CMIP5,4.65 ,4.16 ,,82.3 ,4.83 ,4.04 ,0.84 ,-47.00 ,-42.00 ,-10.11 ,-5.00 ,Yes,836.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019,,,*,,10.7 ,1067 ,,
70,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP4.5,CMIP5,1.80 ,2.38 ,-83.3 ,-110.3 ,2.05 ,1.26 ,,-7.03 ,-9.30 ,-3.91 ,-2.07 ,Yes,486.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
71,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP8.5,CMIP5,2.50 ,3.31 ,-86.3 ,-114.2 ,2.60 ,1.81 ,,-17.12 ,-22.66 ,-6.85 ,-5.04 ,Yes,540.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
72,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP4.5,CMIP5,1.80 ,2.38 ,-83.3 ,-110.3 ,2.05 ,1.26 ,,-10.08 ,-13.34 ,-5.60 ,-2.96 ,Yes,486.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
73,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP8.5,CMIP5,2.50 ,3.31 ,-86.3 ,-114.2 ,2.60 ,1.81 ,,-16.17 ,-21.40 ,-6.47 ,-4.76 ,Yes,540.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
74,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP4.5,CMIP5,1.80 ,2.38 ,-55.9 ,-74.0 ,2.05 ,1.26 ,,-4.09 ,-5.41 ,-2.27 ,-1.20 ,Yes,486.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
75,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP8.5,CMIP5,2.50 ,3.31 ,-55.9 ,-74.0 ,2.60 ,1.81 ,,-9.81 ,-12.98 ,-3.92 ,-2.89 ,Yes,540.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
76,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP4.5,CMIP5,1.80 ,2.38 ,-55.9 ,-74.0 ,2.05 ,1.26 ,,-2.44 ,-3.23 ,-1.36 ,-0.72 ,Yes,486.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
77,11,SCOPUS-NewSearch,Regional,Maize,Brazil,Sao Paulo,Central and South America,-22.7 ,-47.6 ,22.7 ,22.7 ,1349 ,1349 ,2050,2016,MC,RCP8.5,CMIP5,2.50 ,3.31 ,-55.9 ,-74.0 ,2.60 ,1.81 ,,-4.97 ,-6.58 ,-1.99 ,-1.46 ,Yes,540.5 ,No,No,No,No,No,No,No,No,No,"de Souza et al., 2019",10.1590/1678-4499.20190085,2019,,,,,,,,
78,12,SCOPUS-NewSearch,Regional,Maize,Senegal,Nioro du Rip,Africa,13.7 ,15.8 ,29.7 ,29.7 ,467 ,467 ,2054,1994,MC,RCP4.5,CMIP5,1.43 ,1.17 ,,14.6 ,1.69 ,0.90 ,0.78 ,-16.40 ,-13.39 ,-11.47 ,-2.73 ,Yes,496.2 ,No,No,No,No,No,No,No,No,No,"Freduah et al., 2019",10.3390/agronomy9100639,2019,,,*,,-86.0 ,,,741
79,12,SCOPUS-NewSearch,Regional,Maize,Senegal,Nioro du Rip,Africa,13.7 ,15.8 ,29.7 ,29.7 ,467 ,467 ,2054,1994,MC,RCP8.5,CMIP5,1.88 ,1.54 ,,13.7 ,2.56 ,1.77 ,0.73 ,-21.80 ,-17.80 ,-11.60 ,-3.63 ,Yes,564.3 ,No,No,No,No,No,No,No,No,No,"Freduah et al., 2019",10.3390/agronomy9100639,2019,,,*,,-86.0 ,,,741
80,12,SCOPUS-NewSearch,Regional,Maize,Ghana,Navrongo,Africa,10.9 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2054,1994,MC,RCP4.5,CMIP5,1.50 ,1.23 ,,37.2 ,1.82 ,1.03 ,1.06 ,-12.60 ,-10.29 ,-8.40 ,-2.10 ,Yes,496.2 ,No,No,No,No,No,No,No,No,No,"Freduah et al., 2019",10.3390/agronomy9100639,2019,,,*,,24.9 ,,,891
81,12,SCOPUS-NewSearch,Regional,Maize,Ghana,Navrongo,Africa,10.9 ,1.1 ,28.7 ,28.7 ,1193 ,1193 ,2054,1994,MC,RCP8.5,CMIP5,2.19 ,1.79 ,,38.7 ,2.58 ,1.79 ,0.98 ,-19.00 ,-15.52 ,-8.68 ,-3.17 ,Yes,564.3 ,No,No,No,No,No,No,No,No,No,"Freduah et al., 2019",10.3390/agronomy9100639,2019,,,*,,41.0 ,,,891
82,12,SCOPUS-NewSearch,Regional,Maize,Ghana,Tamale,Africa,9.4 ,0.8 ,28.0 ,28.0 ,1306 ,1306 ,2054,1994,MC,RCP4.5,CMIP5,1.51 ,1.23 ,,44.7 ,2.17 ,1.38 ,1.59 ,-15.20 ,-12.41 ,-10.07 ,-2.53 ,Yes,496.2 ,No,No,No,No,No,No,No,No,No,"Freduah et al., 2019",10.3390/agronomy9100639,2019,,,*,,4.3 ,,,1065
83,12,SCOPUS-NewSearch,Regional,Maize,Ghana,Tamale,Africa,9.4 ,0.8 ,28.0 ,28.0 ,1306 ,1306 ,2054,1994,MC,RCP8.5,CMIP5,2.19 ,1.79 ,,51.1 ,2.80 ,2.01 ,1.38 ,-26.60 ,-21.72 ,-12.15 ,-4.43 ,Yes,564.3 ,No,No,No,No,No,No,No,No,No,"Freduah et al., 2019",10.3390/agronomy9100639,2019,,,*,,10.7 ,,,1065
84,13,SCOPUS-NewSearch,Regional,Maize,China,China,Asia,40.1 ,120.4 ,10.0 ,10.0 ,589 ,589 ,2030,1995,NF,RCP2.6,CMIP5,0.89 ,0.64 ,,32.6 ,1.50 ,0.71 ,,-9.95 ,-7.11 ,-11.18 ,-2.84 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Guna et al., 2019",10.3390/w11102108,2019,,,*,,18.9 ,,,525
85,13,SCOPUS-NewSearch,Regional,Maize,China,China,Asia,40.1 ,120.4 ,10.0 ,10.0 ,589 ,589 ,2051,1995,MC,RCP4.5,CMIP5,0.89 ,0.73 ,,39.2 ,1.50 ,0.71 ,,-9.95 ,-8.17 ,-11.18 ,-1.78 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Guna et al., 2019",10.3390/w11102108,2019,,,*,,18.9 ,,,525
86,13,SCOPUS-NewSearch,Regional,Maize,China,China,Asia,40.1 ,120.4 ,10.0 ,10.0 ,589 ,589 ,2070,1995,EC,RCP4.5,CMIP5,1.39 ,1.20 ,,48.9 ,2.00 ,1.21 ,,-18.85 ,-16.34 ,-13.56 ,-2.51 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Guna et al., 2019",10.3390/w11102108,2019,,,*,,57.9 ,,,525
87,13,SCOPUS-NewSearch,Regional,Maize,China,China,Asia,40.1 ,120.4 ,10.0 ,10.0 ,589 ,589 ,2075,1995,EC,RCP6.0,CMIP5,1.39 ,1.22 ,,49.5 ,2.00 ,1.21 ,,-18.85 ,-16.49 ,-13.56 ,-2.36 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Guna et al., 2019",10.3390/w11102108,2019,,,*,,57.9 ,,,525
88,14,SCOPUS-NewSearch,Regional,Maize,China,Zhangye,Asia,38.4 ,100.2 ,-3.8 ,-3.8 ,415 ,415 ,2030,1999,NF,RCP4.5,CMIP5,,0.70 ,,23.9 ,1.27 ,0.48 ,0.49 ,-60.45 ,-48.75 ,-69.73 ,-19.50 ,Yes,435.0 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,127 ,,
89,14,SCOPUS-NewSearch,Regional,Maize,China,Zhangye,Asia,38.4 ,100.2 ,-3.8 ,-3.8 ,415 ,415 ,2060,1999,MC,RCP4.5,CMIP5,,1.35 ,,27.6 ,1.98 ,1.19 ,0.59 ,-49.86 ,-44.96 ,-33.41 ,-8.17 ,Yes,508.9 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,127 ,,
90,14,SCOPUS-NewSearch,Regional,Maize,China,Zhangye,Asia,38.4 ,100.2 ,-3.8 ,-3.8 ,415 ,415 ,2088,1999,EC,RCP4.5,CMIP5,,2.14 ,,54.7 ,2.43 ,1.64 ,0.75 ,-40.13 ,-37.42 ,-17.52 ,-4.51 ,Yes,533.1 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,127 ,,
91,14,SCOPUS-NewSearch,Regional,Maize,China,Zhangye,Asia,38.4 ,100.2 ,-3.8 ,-3.8 ,415 ,415 ,2030,1999,NF,RCP8.5,CMIP5,,0.73 ,,24.0 ,1.43 ,0.64 ,0.63 ,-55.03 ,-44.38 ,-60.77 ,-17.75 ,Yes,448.8 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,127 ,,
92,14,SCOPUS-NewSearch,Regional,Maize,China,Zhangye,Asia,38.4 ,100.2 ,-3.8 ,-3.8 ,415 ,415 ,2060,1999,MC,RCP8.5,CMIP5,,2.24 ,,37.8 ,2.61 ,1.82 ,0.94 ,-48.59 ,-43.81 ,-19.52 ,-7.97 ,Yes,603.5 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,127 ,,
93,14,SCOPUS-NewSearch,Regional,Maize,China,Zhangye,Asia,38.4 ,100.2 ,-3.8 ,-3.8 ,415 ,415 ,2088,1999,EC,RCP8.5,CMIP5,,3.14 ,,93.6 ,3.96 ,3.17 ,1.31 ,-21.17 ,-19.74 ,-6.29 ,-2.38 ,Yes,827.2 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,127 ,,
94,14,SCOPUS-NewSearch,Regional,Maize,China,Pingliang,Asia,35.3 ,107.5 ,11.1 ,11.1 ,596 ,596 ,2030,1999,NF,RCP4.5,CMIP5,,0.64 ,,19.2 ,1.27 ,0.48 ,0.62 ,-1.26 ,-1.02 ,-1.58 ,-0.41 ,Yes,435.0 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,540 ,,
95,14,SCOPUS-NewSearch,Regional,Maize,China,Pingliang,Asia,35.3 ,107.5 ,11.1 ,11.1 ,596 ,596 ,2060,1999,MC,RCP4.5,CMIP5,,1.25 ,,15.0 ,1.98 ,1.19 ,0.57 ,-7.92 ,-7.14 ,-5.73 ,-1.30 ,Yes,508.9 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,540 ,,
96,14,SCOPUS-NewSearch,Regional,Maize,China,Pingliang,Asia,35.3 ,107.5 ,11.1 ,11.1 ,596 ,596 ,2088,1999,EC,RCP4.5,CMIP5,,1.82 ,,54.8 ,2.43 ,1.64 ,0.55 ,-10.09 ,-9.41 ,-5.18 ,-1.13 ,Yes,533.1 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,540 ,,
97,14,SCOPUS-NewSearch,Regional,Maize,China,Pingliang,Asia,35.3 ,107.5 ,11.1 ,11.1 ,596 ,596 ,2030,1999,NF,RCP8.5,CMIP5,,0.71 ,,21.1 ,1.43 ,0.64 ,0.61 ,-4.33 ,-3.49 ,-4.90 ,-1.40 ,Yes,448.8 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,540 ,,
98,14,SCOPUS-NewSearch,Regional,Maize,China,Pingliang,Asia,35.3 ,107.5 ,11.1 ,11.1 ,596 ,596 ,2060,1999,MC,RCP8.5,CMIP5,,2.15 ,,20.2 ,2.61 ,1.82 ,0.53 ,-16.19 ,-14.60 ,-6.80 ,-2.65 ,Yes,603.5 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,540 ,,
99,14,SCOPUS-NewSearch,Regional,Maize,China,Pingliang,Asia,35.3 ,107.5 ,11.1 ,11.1 ,596 ,596 ,2088,1999,EC,RCP8.5,CMIP5,,3.23 ,,104.1 ,3.96 ,3.17 ,0.41 ,-33.50 ,-31.24 ,-9.66 ,-3.76 ,Yes,827.2 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,540 ,,
100,14,SCOPUS-NewSearch,Regional,Maize,China,Gongzhuling,Asia,43.5 ,124.9 ,7.0 ,7.0 ,567 ,567 ,2030,1999,NF,RCP4.5,CMIP5,,0.46 ,,10.8 ,1.27 ,0.48 ,0.93 ,18.51 ,14.93 ,32.19 ,5.97 ,Yes,435.0 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,525 ,,
101,14,SCOPUS-NewSearch,Regional,Maize,China,Gongzhuling,Asia,43.5 ,124.9 ,7.0 ,7.0 ,567 ,567 ,2060,1999,MC,RCP4.5,CMIP5,,1.35 ,,26.3 ,1.98 ,1.19 ,0.82 ,6.37 ,5.74 ,4.25 ,1.04 ,Yes,508.9 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,525 ,,
102,14,SCOPUS-NewSearch,Regional,Maize,China,Gongzhuling,Asia,43.5 ,124.9 ,7.0 ,7.0 ,567 ,567 ,2088,1999,EC,RCP4.5,CMIP5,,1.95 ,,70.2 ,2.43 ,1.64 ,0.74 ,-5.14 ,-4.79 ,-2.45 ,-0.58 ,Yes,533.1 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,525 ,,
103,14,SCOPUS-NewSearch,Regional,Maize,China,Gongzhuling,Asia,43.5 ,124.9 ,7.0 ,7.0 ,567 ,567 ,2030,1999,NF,RCP8.5,CMIP5,,0.60 ,,13.4 ,1.43 ,0.64 ,1.00 ,28.88 ,23.29 ,38.71 ,9.32 ,Yes,448.8 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,525 ,,
104,14,SCOPUS-NewSearch,Regional,Maize,China,Gongzhuling,Asia,43.5 ,124.9 ,7.0 ,7.0 ,567 ,567 ,2060,1999,MC,RCP8.5,CMIP5,,2.10 ,,34.5 ,2.61 ,1.82 ,0.86 ,11.38 ,10.26 ,4.88 ,1.87 ,Yes,603.5 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,525 ,,
105,14,SCOPUS-NewSearch,Regional,Maize,China,Gongzhuling,Asia,43.5 ,124.9 ,7.0 ,7.0 ,567 ,567 ,2088,1999,EC,RCP8.5,CMIP5,,3.71 ,,112.0 ,3.96 ,3.17 ,0.67 ,-14.66 ,-13.67 ,-3.69 ,-1.65 ,Yes,827.2 ,No,No,No,No,No,No,No,No,No,"Liang et al., 2019",10.1007/s10705-019-10013-4,2019,,*,*,,,525 ,,
106,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,0.60 ,0.66 ,8.3 ,3.8 ,1.50 ,0.71 ,,1.50 ,1.64 ,2.50 ,0.28 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,1.8 ,
107,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,1.40 ,1.53 ,0.0 ,12.1 ,2.00 ,1.21 ,,0.27 ,0.29 ,0.19 ,0.05 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,0.0 ,
108,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,2.20 ,2.41 ,3.2 ,25.4 ,2.50 ,1.71 ,,-1.30 ,-1.42 ,-0.59 ,-0.25 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,0.7 ,
109,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,3.00 ,3.28 ,6.4 ,29.5 ,3.00 ,2.21 ,,-5.13 ,-5.62 ,-1.71 ,-0.97 ,No,378.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,1.4 ,
110,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,0.60 ,0.66 ,8.3 ,3.8 ,1.50 ,0.71 ,,3.40 ,3.72 ,5.67 ,0.64 ,Yes,624.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,1.8 ,
111,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,1.40 ,1.53 ,0.0 ,12.1 ,2.00 ,1.21 ,,4.37 ,4.78 ,3.12 ,0.82 ,Yes,624.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,0.0 ,
112,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,2.20 ,2.41 ,3.2 ,25.4 ,2.50 ,1.71 ,,4.83 ,5.29 ,2.20 ,0.91 ,Yes,624.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,0.7 ,
113,15,SCOPUS-NewSearch,Regional,Maize,Canada,Saskatchewan,North America,52.1 ,-107.6 ,2.9 ,2.9 ,459 ,459 ,2063,2010,MC,RCP8.5,CMIP5,3.00 ,3.28 ,6.4 ,29.5 ,3.00 ,2.21 ,,2.87 ,3.14 ,0.96 ,0.54 ,Yes,624.8 ,No,No,No,No,No,No,No,No,No,"Qian et al., 2019",10.1088/1748-9326/ab17fb,2019,,,**,,,,1.4 ,
114,16,SCOPUS-NewSearch,Regional,Maize,Iran,Khuzestan,Asia,31.0 ,49.0 ,25.9 ,25.9 ,189 ,189 ,2055,1995,MC,RCP4.5,CMIP5,2.32 ,1.93 ,-8.8 ,-7.3 ,1.86 ,1.07 ,,-4.21 ,-3.51 ,-1.81 ,-0.70 ,Yes,498.5 ,No,No,No,No,No,No,No,No,No,"Rahimi-Moghaddam et al., 2019",10.1016/j.ecolind.2019.105570,2019,,,,,,229 ,,
115,16,SCOPUS-NewSearch,Regional,Maize,Iran,Khuzestan,Asia,31.0 ,49.0 ,25.9 ,25.9 ,189 ,189 ,2055,1995,MC,RCP8.5,CMIP5,3.25 ,2.71 ,1.4 ,1.2 ,2.37 ,1.58 ,,-8.40 ,-7.00 ,-2.58 ,-1.40 ,Yes,570.5 ,No,No,No,No,No,No,No,No,No,"Rahimi-Moghaddam et al., 2019",10.1016/j.ecolind.2019.105570,2019,,,,,,229 ,,
